date,industry,code,turnover,total_turnover,turnover_share,up_count,total_count,return_1d,benchmark_1d,turnover_ratio
2025-08-07,汽车整车,881125.TI,15751541000.0,1852479340870.0,0.8502950965489543,8.0,23.0,0.0007,0.0957635739506474,0.8725591376726499
2025-08-07,汽车服务及其他,881128.TI,4528800600.0,1852479340870.0,0.2444723943789349,10.0,25.0,0.006,0.0957635739506474,0.9765794456481504
2025-08-07,汽车零部件,881126.TI,73662939000.0,1852479340870.0,3.9764513090550784,57.0,271.0,-0.4505,0.0957635739506474,1.3023016232508473
2025-08-07,油气开采及服务,881107.TI,3733318800.0,1852479340870.0,0.2015309276402878,11.0,19.0,0.3520999999999999,0.0957635739506474,0.8229548170574116
2025-08-07,消费电子,881124.TI,66227998000.0,1852479340870.0,3.575100490399889,42.0,96.0,0.2553,0.0957635739506474,1.5450368167531257
2025-08-07,港口航运,881148.TI,5707209500.0,1852479340870.0,0.3080849202517778,22.0,36.0,0.2539,0.0957635739506474,0.7864111148148395
2025-08-07,游戏,881275.TI,16622397000.0,1852479340870.0,0.8973053913893282,8.0,24.0,-0.2453,0.0957635739506474,0.9696196627466888
2025-08-07,煤炭开采加工,881105.TI,8671935800.0,1852479340870.0,0.4681259115109648,9.0,34.0,-0.3451,0.0957635739506474,0.8846916814932797
2025-08-07,燃气,881146.TI,2636103400.0,1852479340870.0,0.1423013656261331,17.0,27.0,0.5466000000000001,0.0957635739506474,1.2675852983482971
2025-08-07,物流,881152.TI,12219274900.0,1852479340870.0,0.6596173371769604,37.0,50.0,1.6226,0.0957635739506474,1.2149244145899247
2025-08-07,环保设备,881284.TI,3908665700.0,1852479340870.0,0.2109964529031849,13.0,30.0,0.1418,0.0957635739506474,1.3449003084657964
2025-08-07,环境治理,881181.TI,13822829000.0,1852479340870.0,0.7461799273566114,37.0,111.0,-0.0295,0.0957635739506474,0.9427063336986736
2025-08-07,生物制品,881142.TI,15531078000.0,1852479340870.0,0.8383941271218696,7.0,55.0,-1.5089,0.0957635739506474,0.7055280715494815
2025-08-07,电力,881145.TI,19649796000.0,1852479340870.0,1.0607295620782282,38.0,110.0,0.1701,0.0957635739506474,0.8492704734116154
2025-08-07,电子化学品,881172.TI,16416758000.0,1852479340870.0,0.886204646810799,20.0,43.0,-0.2258,0.0957635739506474,1.1655515578117723
2025-08-07,电机,881277.TI,9215823100.0,1852479340870.0,0.4974858772606809,3.0,26.0,-0.7904,0.0957635739506474,1.1406355784036906
2025-08-07,电池,881281.TI,38239951000.0,1852479340870.0,2.064257892454604,20.0,106.0,-0.694,0.0957635739506474,0.9288900729145636
2025-08-07,电网设备,881278.TI,25787972000.0,1852479340870.0,1.3920787903571932,38.0,140.0,-0.4157,0.0957635739506474,1.0827905829457247
2025-08-07,白色家电,881131.TI,17657790000.0,1852479340870.0,0.9531976746206076,12.0,44.0,-0.0689,0.0957635739506474,1.0924109335614471
2025-08-07,白酒,881273.TI,10292038000.0,1852479340870.0,0.555581796403,7.0,19.0,-0.1003,0.0957635739506474,0.8309525476794156
2025-08-07,石油加工贸易,881180.TI,4805301100.0,1852479340870.0,0.2593983638027096,16.0,27.0,0.6379,0.0957635739506474,0.8164294892383006
2025-08-07,种植业与林业,881101.TI,6181637500.0,1852479340870.0,0.3336953543080729,23.0,30.0,1.0869,0.0957635739506474,1.0913124769336922
2025-08-07,纺织制造,881135.TI,4109800300.0,1852479340870.0,0.2218540422734145,10.0,33.0,-0.1467999999999999,0.0957635739506474,1.154602716502345
2025-08-07,综合,881165.TI,3919577100.0,1852479340870.0,0.211585468918601,14.0,18.0,0.4808,0.0957635739506474,0.923770832130868
2025-08-07,美容护理,881182.TI,7016577600.0,1852479340870.0,0.3787668474998878,22.0,33.0,0.8793000000000001,0.0957635739506474,1.1924158398928084
2025-08-07,能源金属,881267.TI,11201527800.0,1852479340870.0,0.604677609777786,9.0,12.0,1.1506,0.0957635739506474,1.042013466067219
2025-08-07,自动化设备,881171.TI,36970002000.0,1852479340870.0,1.995703875576684,29.0,96.0,-0.4288,0.0957635739506474,1.3549891563000611
2025-08-07,计算机设备,881130.TI,31419350000.0,1852479340870.0,1.6960701966718932,36.0,83.0,0.7849,0.0957635739506474,1.1262066467783014
2025-08-07,证券,881157.TI,38721826000.0,1852479340870.0,2.090270328294978,26.0,50.0,0.2689,0.0957635739506474,0.7924708369510224
2025-08-07,贵金属,881169.TI,7984510400.0,1852479340870.0,0.4310175138714447,11.0,14.0,1.6353,0.0957635739506474,1.0791025246614374
2025-08-07,贸易,881159.TI,1295116210.0,1852479340870.0,0.0699125858748719,7.0,14.0,0.7791,0.0957635739506474,0.8094525694727936
2025-08-07,轨交设备,881269.TI,3588756000.0,1852479340870.0,0.1937271806936628,6.0,30.0,-0.3092,0.0957635739506474,0.8027442881833644
2025-08-07,软件开发,881272.TI,69836732000.0,1852479340870.0,3.769906117668325,52.0,138.0,-0.0402999999999999,0.0957635739506474,0.9705961092346412
2025-08-07,通信服务,881162.TI,17522536000.0,1852479340870.0,0.9458964326031674,16.0,44.0,-0.0128999999999999,0.0957635739506474,1.070049474748005
2025-08-07,通信设备,881129.TI,71959271000.0,1852479340870.0,3.884484399497,30.0,91.0,0.1571,0.0957635739506474,1.0318527885050166
2025-08-07,通用设备,881117.TI,75676677000.0,1852479340870.0,4.0851563270043885,84.0,252.0,-0.0343,0.0957635739506474,1.3905878743583722
2025-08-07,造纸,881137.TI,3376346900.0,1852479340870.0,0.1822609745496179,7.0,24.0,0.2959,0.0957635739506474,1.005253670710199
2025-08-07,金属新材料,881114.TI,22103717000.0,1852479340870.0,1.1931964104722048,19.0,34.0,2.3875,0.0957635739506474,1.905601239587752
2025-08-07,钢铁,881112.TI,15950917000.0,1852479340870.0,0.861057753686408,7.0,44.0,-0.9302,0.0957635739506474,0.8753657371001735
2025-08-07,银行,881155.TI,26650824000.0,1852479340870.0,1.4386570156017873,26.0,42.0,0.3233999999999999,0.0957635739506474,0.8207987735889966
2025-08-07,零售,881158.TI,12598848100.0,1852479340870.0,0.6801073470586217,30.0,71.0,0.3520999999999999,0.0957635739506474,0.8236357020605272
2025-08-07,非金属材料,881167.TI,3085531400.0,1852479340870.0,0.1665622569669742,7.0,16.0,0.9581,0.0957635739506474,0.961032162852518
2025-08-07,风电设备,881280.TI,8679394800.0,1852479340870.0,0.4685285610755476,12.0,31.0,-0.0286,0.0957635739506474,1.0998155020959486
2025-08-07,食品加工制造,881134.TI,9060334800.0,1852479340870.0,0.4890923531565483,48.0,66.0,0.8008,0.0957635739506474,1.179255479473699
2025-08-07,饮料制造,881133.TI,9099175100.0,1852479340870.0,0.4911890189137902,32.0,47.0,0.7959,0.0957635739506474,0.8592740639508745
2025-08-07,黑色家电,881132.TI,3275558100.0,1852479340870.0,0.1768202229160441,4.0,9.0,-0.2122,0.0957635739506474,1.0998837907266914
2025-08-08,IT服务,881271.TI,63154555000.0,1736302968180.0,3.6373004111257647,17.0,129.0,-2.3033,-0.2222765497630976,1.1171422200045535
2025-08-08,专用设备,881118.TI,48305228000.0,1736302968180.0,2.782073686750288,105.0,200.0,0.4322,-0.2222765497630976,1.209913834629006
2025-08-08,中药,881141.TI,15041228000.0,1736302968180.0,0.8662790005920613,40.0,68.0,0.4717,-0.2222765497630976,0.7012528047414172
2025-08-08,互联网电商,881177.TI,4059779200.0,1736302968180.0,0.2338174428311596,1.0,20.0,-2.1408,-0.2222765497630976,0.9232302107178348
2025-08-08,保险,881156.TI,4672969100.0,1736302968180.0,0.2691332783297736,1.0,5.0,-0.7235,-0.2222765497630976,0.6020818502046836
2025-08-08,元件,881270.TI,30448095000.0,1736302968180.0,1.7536164804184962,22.0,63.0,-0.3566999999999999,-0.2222765497630976,0.6670196520380426
2025-08-08,光伏设备,881279.TI,32289763000.0,1736302968180.0,1.8596848356393847,42.0,72.0,0.5968,-0.2222765497630976,1.3758648272978695
