date,equity,cash,position_value,exposure,total_return,drawdown,positions
2025-12-04,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-05,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-08,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-09,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-10,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-11,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-12,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-15,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-16,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-17,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-18,0.98798093,0.49399047,0.49399047,0.5,-0.012019,-0.073567,159206
2025-12-19,0.99501783,0.49399047,0.50102737,0.503536,-0.004982,-0.066968,159206
2025-12-22,0.99677706,0.49399047,0.50278659,0.504412,-0.003223,-0.065319,159206
2025-12-23,0.97637004,0.49399047,0.48237958,0.494054,-0.02363,-0.084454,159206
2025-12-24,1.00170289,0.49399047,0.50771242,0.506849,0.001703,-0.0607,159206
2025-12-25,1.03688739,0.49399047,0.54289693,0.523583,0.036887,-0.027707,159206
2025-12-26,1.05131304,0.49399047,0.55732258,0.53012,0.051313,-0.01418,159206
2025-12-29,1.05834994,0.49399047,0.56435948,0.533245,0.05835,-0.007582,159206
2025-12-30,1.05483149,0.49399047,0.56084103,0.531688,0.054831,-0.010881,159206
2025-12-31,1.08896046,0.49399047,0.59497,0.546365,0.08896,0.0,159206
2026-01-05,1.10162688,0.49399047,0.60763642,0.551581,0.101627,0.0,159206
2026-01-06,1.12484866,0.49399047,0.63085819,0.560838,0.124849,0.0,159206
2026-01-07,1.11781176,0.49399047,0.62382129,0.558074,0.117812,-0.006256,159206
2026-01-08,1.15651471,0.49399047,0.66252425,0.572863,0.156515,0.0,159206
2026-01-09,1.19803243,0.49399047,0.70404197,0.587665,0.198032,0.0,159206
2026-01-12,1.26840144,0.49399047,0.77441098,0.610541,0.268401,0.0,159206
2026-01-13,1.23356878,0.49399047,0.73957832,0.599544,0.233569,-0.027462,159206
2026-01-14,1.2430686,0.49399047,0.74907813,0.602604,0.243069,-0.019972,159206
2026-01-15,1.18642154,0.49399047,0.69243108,0.58363,0.186422,-0.064632,159206
2026-01-16,1.18853261,0.49399047,0.69454215,0.584369,0.188533,-0.062968,159206
2026-01-19,1.18888446,0.49399047,0.69489399,0.584492,0.188884,-0.062691,159206
2026-01-20,1.16073685,0.49399047,0.66674639,0.574416,0.160737,-0.084882,159206
2026-01-21,1.15299626,0.49399047,0.6590058,0.571559,0.152996,-0.090985,159206
2026-01-22,1.17551435,0.49399047,0.68152388,0.579767,0.175514,-0.073232,159206
2026-01-23,1.24377229,0.49399047,0.74978182,0.602829,0.243772,-0.019417,159206
2026-01-26,1.19345845,0.49399047,0.69946798,0.586085,0.193458,-0.059085,159206
2026-01-27,1.19838428,0.49399047,0.70439381,0.587786,0.198384,-0.055201,159206
2026-01-28,1.18818077,0.49399047,0.6941903,0.584246,0.188181,-0.063245,159206
2026-01-29,1.17234774,0.49399047,0.67835728,0.578631,0.172348,-0.075728,159206
2026-01-30,1.15897763,0.49399047,0.66498716,0.57377,0.158978,-0.086269,159206
2026-02-02,1.14877412,0.49399047,0.65478366,0.569985,0.148774,-0.094313,159206
2026-02-03,1.17868095,0.49399047,0.68469049,0.580896,0.178681,-0.070735,159206
2026-02-04,1.16284793,0.49399047,0.66885746,0.575189,0.162848,-0.083218,159206
2026-02-05,1.1501815,0.49399047,0.65619104,0.570511,0.150182,-0.093204,159206
2026-02-06,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-09,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-10,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-11,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-12,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-13,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-24,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-25,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-26,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-02-27,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-02,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-03,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-04,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-05,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-06,1.14032984,1.14032984,0.0,0.0,0.14033,-0.100971,
2026-03-09,1.14032984,0.0,1.14032984,1.0,0.14033,-0.100971,159158|159625
2026-03-10,1.14221749,0.0,1.14221749,1.0,0.142217,-0.099483,159158|159625
2026-03-11,1.1702423,0.0,1.1702423,1.0,0.170242,-0.077388,159158|159625
2026-03-12,1.1968997,0.0,1.1968997,1.0,0.1969,-0.056372,159158|159625
2026-03-13,1.17212995,0.0,1.17212995,1.0,0.17213,-0.0759,159158|159625
2026-03-16,1.14202424,0.0,1.14202424,1.0,0.142024,-0.099635,159158|159625
2026-03-17,1.1346669,0.0,1.1346669,1.0,0.134667,-0.105435,159158|159625
2026-03-18,1.13570735,0.0,1.13570735,1.0,0.135707,-0.104615,159158|159625
2026-03-19,1.13603433,0.0,1.13603433,1.0,0.136034,-0.104357,159158|159625
2026-03-20,1.1384422,0.0,1.1384422,1.0,0.138442,-0.102459,159158|159625
2026-03-23,1.11197805,0.0,1.11197805,1.0,0.111978,-0.123323,159158|159625
2026-03-24,1.1587827,0.0,1.1587827,1.0,0.158783,-0.086423,159158|159625
2026-03-25,1.19247046,0.0,1.19247046,1.0,0.19247,-0.059864,159158|159625
2026-03-26,1.17997041,0.0,1.17997041,1.0,0.17997,-0.069718,159158|159625
2026-03-27,1.16747036,0.0,1.16747036,1.0,0.16747,-0.079573,159158|159625
2026-03-30,1.12811966,0.0,1.12811966,1.0,0.12812,-0.110597,159158|159625
2026-03-31,1.09853418,0.0,1.09853418,1.0,0.098534,-0.133922,159158|159625
2026-04-01,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-02,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-03,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-07,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-08,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-09,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-10,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-13,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-14,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-15,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-16,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-17,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-20,1.09527911,1.09527911,0.0,0.0,0.095279,-0.136489,
2026-04-21,1.09527911,0.0,1.09527911,1.0,0.095279,-0.136489,159259|159994
2026-04-22,1.13496237,0.0,1.13496237,1.0,0.134962,-0.105203,159259|159994
2026-04-23,1.11936215,0.0,1.11936215,1.0,0.119362,-0.117502,159259|159994
2026-04-24,1.09931544,0.0,1.09931544,1.0,0.099315,-0.133306,159259|159994
2026-04-27,1.11947173,0.0,1.11947173,1.0,0.119472,-0.117415,159259|159994
2026-04-28,1.09921924,0.0,1.09921924,1.0,0.099219,-0.133382,159259|159994
2026-04-29,1.11208582,0.0,1.11208582,1.0,0.112086,-0.123238,159259|159994
2026-04-30,1.11332438,0.0,1.11332438,1.0,0.113324,-0.122262,159259|159994
2026-05-06,1.14302305,0.0,1.14302305,1.0,0.143023,-0.098848,159259|159994
2026-05-07,1.17648814,0.0,1.17648814,1.0,0.176488,-0.072464,159259|159994
2026-05-08,1.17619286,0.0,1.17619286,1.0,0.176193,-0.072697,159259|159994
2026-05-11,1.21760904,0.0,1.21760904,1.0,0.217609,-0.040044,159259|159994
2026-05-12,1.2230122,0.0,1.2230122,1.0,0.223012,-0.035785,159259|159994
2026-05-13,1.26087303,0.0,1.26087303,1.0,0.260873,-0.005935,159259|159994
2026-05-14,1.22944813,0.0,1.22944813,1.0,0.229448,-0.030711,159259|159994
2026-05-15,1.20473577,0.0,1.20473577,1.0,0.204736,-0.050194,159259|159994
2026-05-18,1.21866719,0.0,1.21866719,1.0,0.218667,-0.03921,159259|159994
2026-05-19,1.23071876,0.0,1.23071876,1.0,0.230719,-0.029709,159259|159994
2026-05-20,1.24322592,0.0,1.24322592,1.0,0.243226,-0.019848,159259|159994
2026-05-21,1.19194002,0.0,1.19194002,1.0,0.19194,-0.060282,159259|159994
2026-05-22,1.24556139,0.0,1.24556139,1.0,0.245561,-0.018007,159259|159994
2026-05-25,1.29371549,0.0,1.29371549,1.0,0.293715,0.0,159259|159994
2026-05-26,1.28742649,0.0,1.28742649,1.0,0.287426,-0.004861,159259|159994
2026-05-27,1.27730025,0.0,1.27730025,1.0,0.2773,-0.012688,159259|159994
2026-05-28,1.31207472,0.0,1.31207472,1.0,0.312075,0.0,159259|159994
2026-05-29,1.28602761,0.0,1.28602761,1.0,0.286028,-0.019852,159259|159994
2026-06-01,1.23809797,0.0,1.23809797,1.0,0.238098,-0.056382,159259|159994
2026-06-02,1.29859221,0.0,1.29859221,1.0,0.298592,-0.010276,159259|159994
2026-06-03,1.35010258,0.0,1.35010258,1.0,0.350103,0.0,159259|159994
2026-06-04,1.36664608,0.0,1.36664608,1.0,0.366646,0.0,159259|159994
2026-06-05,1.31774109,0.0,1.31774109,1.0,0.317741,-0.035785,159259|159994
2026-06-08,1.27652399,0.0,1.27652399,1.0,0.276524,-0.065944,159259|159994
2026-06-09,1.34994895,0.0,1.34994895,1.0,0.349949,-0.012218,159259|159994
2026-06-10,1.30818004,0.0,1.30818004,1.0,0.30818,-0.042781,159259|159994
2026-06-11,1.30004325,0.0,1.30004325,1.0,0.300043,-0.048735,159259|159994
2026-06-12,1.30301473,0.0,1.30301473,1.0,0.303015,-0.04656,159259|159994
2026-06-15,1.40366793,0.0,1.40366793,1.0,0.403668,0.0,159259|159994
2026-06-16,1.43531728,0.0,1.43531728,1.0,0.435317,0.0,159259|159994
2026-06-17,1.47487898,0.0,1.47487898,1.0,0.474879,0.0,159259|159994
2026-06-18,1.52052389,0.0,1.52052389,1.0,0.520524,0.0,159259|159994
2026-06-22,1.55520886,0.0,1.55520886,1.0,0.555209,0.0,159259|159994
2026-06-23,1.48386286,0.0,1.48386286,1.0,0.483863,-0.045876,159259|159994
2026-06-24,1.52658173,0.0,1.52658173,1.0,0.526582,-0.018407,159259|159994
2026-06-25,1.57229077,0.0,1.57229077,1.0,0.572291,0.0,159259|159994
2026-06-26,1.4905687,0.0,1.4905687,1.0,0.490569,-0.051976,159259|159994
2026-06-29,1.47432048,0.0,1.47432048,1.0,0.47432,-0.062311,159259|159994
2026-06-30,1.53038692,0.0,1.53038692,1.0,0.530387,-0.026651,159259|159994
2026-07-01,1.53038692,0.0,1.53038692,1.0,0.530387,-0.026651,159259|159994
