date,equity,cash,position_value,exposure,total_return,drawdown,positions
2026-05-21,1.29938901,0.31370924,0.98567977,0.758572,0.299389,-0.050921,159259|159994|510020
2026-05-22,1.32796224,0.62053329,0.70742895,0.532718,0.327962,-0.030051,159259|159994
2026-05-25,1.35522486,0.28172707,1.07349779,0.792118,0.355225,-0.010138,159259|159516|159994
2026-05-26,1.34200968,0.28172707,1.06028261,0.790071,0.34201,-0.019791,159259|159516|159994
2026-05-27,1.32396715,0.28172707,1.04224007,0.78721,0.323967,-0.032969,159259|159516|159994
2026-05-28,1.34771438,0.28172707,1.0659873,0.790959,0.347714,-0.015624,159259|159516|159994
2026-05-29,1.31514274,0.28172707,1.03341567,0.785782,0.315143,-0.039414,159259|159516|159994
2026-06-01,1.27161596,0.28172707,0.98988888,0.77845,0.271616,-0.071207,159259|159516|159994
2026-06-02,1.3111457,0.28172707,1.02941862,0.785129,0.311146,-0.042334,159259|159516|159994
2026-06-03,1.34890351,0.28172707,1.06717643,0.791144,0.348904,-0.014755,159259|159516|159994
2026-06-04,1.36964843,0.28172707,1.08792136,0.794307,0.369648,0.0,159259|159516|159994
2026-06-05,1.33237761,0.28172707,1.05065054,0.788553,0.332378,-0.027212,159259|159516|159994
2026-06-08,1.29930055,0.28172707,1.01757348,0.78317,0.299301,-0.051362,159259|159516|159994
2026-06-09,1.36508627,0.28172707,1.08335919,0.79362,0.365086,-0.003331,159259|159516|159994
2026-06-10,1.348801,0.28172707,1.06707392,0.791128,0.348801,-0.015221,159259|159516|159994
2026-06-11,1.3613246,0.28172707,1.07959752,0.793049,0.361325,-0.006077,159259|159516|159994
2026-06-12,1.3541685,0.28172707,1.07244143,0.791956,0.354169,-0.011302,159259|159516|159994
2026-06-15,1.42729846,0.28172707,1.14557138,0.802615,0.427298,0.0,159259|159516|159994
2026-06-16,1.44728005,0.28172707,1.16555297,0.80534,0.44728,0.0,159259|159516|159994
2026-06-17,1.49559702,0.28172707,1.21386995,0.811629,0.495597,0.0,159259|159516|159994
2026-06-18,1.5274129,0.28172707,1.24568582,0.815553,0.527413,0.0,159259|159516|159994
2026-06-22,1.56007876,0.28172707,1.27835168,0.819415,0.560079,0.0,159259|159516|159994
2026-06-23,1.51845023,0.28172707,1.23672315,0.814464,0.51845,-0.026684,159259|159516|159994
2026-06-24,1.56401464,0.28172707,1.28228757,0.819869,0.564015,0.0,159259|159516|159994
2026-06-25,1.60211863,0.28172707,1.32039156,0.824153,0.602119,0.0,159259|159516|159994
2026-06-26,1.57090685,0.28172707,1.28917978,0.82066,0.570907,-0.019482,159259|159516|159994
2026-06-29,1.60157762,0.28172707,1.31985054,0.824094,0.601578,-0.000338,159259|159516|159994
2026-06-30,1.64688595,0.28172707,1.36515888,0.828933,0.646886,0.0,159259|159516|159994
2026-07-01,1.62159564,0.28172707,1.33986857,0.826266,0.621596,-0.015356,159259|159516|159994
