date,equity,cash,position_value,exposure,total_return,drawdown,positions
2026-03-16,1.5655329,0.0,1.5655329,1.0,0.565533,-0.097442,159625|560620
2026-03-17,1.55897944,0.0,1.55897944,1.0,0.558979,-0.10122,159625|560620
2026-03-18,1.55593669,0.0,1.55593669,1.0,0.555937,-0.102975,159625|560620
2026-03-19,1.55481317,0.0,1.55481317,1.0,0.554813,-0.103622,159625|560620
2026-03-20,1.5574931,0.0,1.5574931,1.0,0.557493,-0.102077,159625|560620
2026-03-23,1.53761629,0.0,1.53761629,1.0,0.537616,-0.113537,159625|560620
2026-03-24,1.5772648,0.0,1.5772648,1.0,0.577265,-0.090679,159625|560620
2026-03-25,1.6196345,0.0,1.6196345,1.0,0.619634,-0.066252,159625|560620
2026-03-26,1.60732332,0.0,1.60732332,1.0,0.607323,-0.073349,159625|560620
2026-03-27,1.59120869,0.0,1.59120869,1.0,0.591209,-0.08264,159625|560620
2026-03-30,1.54308127,0.0,1.54308127,1.0,0.543081,-0.110386,159625|560620
2026-03-31,1.50799068,0.0,1.50799068,1.0,0.507991,-0.130616,159625|560620
2026-04-01,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-02,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-03,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-07,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-08,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-09,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-10,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-13,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-14,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-15,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-16,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-17,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-20,1.50643426,1.50643426,0.0,0.0,0.506434,-0.131514,
2026-04-21,1.50643426,0.0,1.50643426,1.0,0.506434,-0.131514,159259|515880
